WKT,nama,deskripsi
"POLYGON ((106.8190952 -6.3866526, 106.8191381 -6.3868819, 106.8190952 -6.3870258, 106.8189611 -6.3877935, 106.8194385 -6.3879161, 106.8194868 -6.388012, 106.8195619 -6.3880387, 106.8198086 -6.3877082, 106.8198408 -6.3875109, 106.8199374 -6.387335, 106.8199481 -6.3871911, 106.8198837 -6.3868819, 106.8190952 -6.3866526))",Situ Pladen,
