WKT,nama,deskripsi
"POLYGON ((106.8235701 -6.1714991, 106.823259 -6.1718191, 106.8230659 -6.1797657, 106.8233877 -6.1801817, 106.8236023 -6.1802777, 106.8239242 -6.1803737, 106.8243855 -6.1803737, 106.830973 -6.1801177, 106.8310159 -6.179947, 106.8310374 -6.179691, 106.8309408 -6.179403, 106.8304259 -6.1789017, 106.8304044 -6.1786777, 106.830619 -6.1784537, 106.8299109 -6.1777177, 106.8299109 -6.1738031, 106.8297285 -6.1733871, 106.829471 -6.1733231, 106.8293101 -6.1731844, 106.8291491 -6.1730244, 106.8290418 -6.1728324, 106.8292457 -6.1718404, 106.8291491 -6.1716484, 106.828956 -6.1715524, 106.8235701 -6.1714991))",taman monas,
