WKT,nama,deskripsi
"POLYGON ((110.3967409 -7.8023679, 110.3966229 -7.802623, 110.3964942 -7.802825, 110.3960543 -7.8032076, 110.3959792 -7.8034202, 110.3958934 -7.8037816, 110.3957539 -7.8042918, 110.3957861 -7.8045788, 110.3959577 -7.8050359, 110.3959577 -7.8052591, 110.3957646 -7.8056311, 110.3955071 -7.8059075, 110.3953784 -7.8063221, 110.3953784 -7.8068854, 110.3954642 -7.8071724, 110.3952067 -7.8075232, 110.3948527 -7.8077783, 110.3945844 -7.8079696, 110.3944235 -7.8078952, 110.394284 -7.8084586, 110.3944771 -7.8085861, 110.3946381 -7.808905, 110.3949063 -7.8090113, 110.3944342 -7.809564, 110.3948634 -7.8098085, 110.3965264 -7.8079696, 110.3980284 -7.8080865, 110.3984468 -7.802708, 110.3982859 -7.8024104, 110.3967409 -7.8023679))",Gembira loka zoo,
