WKT,nama,deskripsi
"POLYGON ((106.806137 -6.2127513, 106.7986053 -6.2145005, 106.798262 -6.2146925, 106.7982834 -6.2154604, 106.7983264 -6.2160791, 106.7983907 -6.216719, 106.7983264 -6.2205587, 106.8026394 -6.2222865, 106.8031543 -6.2226065, 106.8036908 -6.2233957, 106.8047851 -6.2246756, 106.8087762 -6.2220305, 106.80839 -6.2215186, 106.8084329 -6.2158231, 106.8070167 -6.2157164, 106.806137 -6.2156311, 106.806137 -6.2127513))",Gelora Bung Karno,
