WKT,nama,deskripsi
"POLYGON ((110.3638118 -7.8029035, 110.3636402 -7.8029035, 110.3635543 -7.802946, 110.3632754 -7.8050241, 110.3635704 -7.8050241, 110.3635919 -7.8050772, 110.3648901 -7.8051995, 110.3649062 -7.8051357, 110.3652548 -7.8051729, 110.3652978 -7.8050666, 110.3655499 -7.8032702, 110.365405 -7.803047, 110.3638118 -7.8029035))",Alun-Alun LoR Yogyakarta,
