WKT,nama,deskripsi
"POLYGON ((110.383436 -7.7946232, 110.3828566 -7.7963877, 110.3828352 -7.7969192, 110.3826206 -7.7973975, 110.3838437 -7.7975251, 110.3843801 -7.7974719, 110.384938 -7.7976951, 110.3854959 -7.7951015, 110.383436 -7.7946232))",Stadion Mandala Krida,
