WKT,nama,deskripsi
"POLYGON ((106.7971868 -6.5931528, 106.7965002 -6.5938349, 106.7956419 -6.5941546, 106.7947407 -6.5946236, 106.7942471 -6.5955828, 106.7938395 -6.5971175, 106.7942901 -6.5983112, 106.794805 -6.600059, 106.7952771 -6.6015298, 106.7957706 -6.6027235, 106.7963715 -6.6040024, 106.7967577 -6.6040876, 106.7980452 -6.6030432, 106.7986674 -6.6029792, 106.7995901 -6.6026169, 106.8013711 -6.6023398, 106.8032379 -6.6018922, 106.8046112 -6.601338, 106.8049974 -6.6010609, 106.8048043 -6.5994622, 106.8040748 -6.5954549, 106.8033881 -6.5943038, 106.8025942 -6.5933233, 106.80165 -6.5926412, 106.8009419 -6.5922362, 106.8005342 -6.5923641, 106.7994399 -6.5929396, 106.7986889 -6.5934725, 106.7982812 -6.5935365, 106.7977233 -6.5934512, 106.7971868 -6.5931528))",KRB,
