WKT,nama,deskripsi
"POLYGON ((110.5036997 -7.7806306, 110.5034154 -7.781497, 110.5034261 -7.7818584, 110.5034583 -7.7820444, 110.5037158 -7.7824377, 110.5046653 -7.7826078, 110.5050891 -7.7826184, 110.5054753 -7.7825174, 110.5054861 -7.7822995, 110.5055451 -7.781497, 110.5054432 -7.781109, 110.5053573 -7.7808592, 110.5051964 -7.780519, 110.5050033 -7.7804552, 110.5047297 -7.7804127, 110.5045151 -7.7803117, 110.5044025 -7.7802267, 110.5042415 -7.7803223, 110.504102 -7.7803914, 110.503984 -7.7804127, 110.5039143 -7.7805137, 110.5038124 -7.7805775, 110.5036997 -7.7806306))",Taman tebing breksi,
